Filename,Start,PolyHeader,PolySize,Bytes,,,,,PolyHeader,,ENGISTQCC,,," # print(""bit0-1   | Culling      :["" + str(p_flag_bit0_1) + ""] "" + bit_ppar0_1[(p_flag_bit0_1)])"
model_BAS00_003.bin,4520,f2 00 00 00,9,168,,,,,,,,,,
model_BAS00_003.bin,9912,f2 00 00 00,9,168,,,,,,,,,,
model_BAS00_005.bin,728,f2 00 00 00,9,168,,,,,,,,,,
model_BAS00_003.bin,5592,72 00 00 00,9,192,,,,,,,,,,
model_BAS00_003.bin,51656,f1 00 00 00,9,192,,,,,,,,,,
model_BAS00_003.bin,51856,f1 00 00 00,9,192,,,,,,,,,,
model_BAS00_003.bin,55776,f1 00 00 00,9,192,,,,,,,,,,
model_BAS00_003.bin,60296,f1 00 00 00,9,192,,,,,,,,,,
model_BAS00_011.bin,11176,f2 00 00 00,9,192,,,,,,,,,,
model_BAS00_011.bin,22936,f2 00 00 00,9,192,,,,,,,,,,
model_BAS00_015.bin,3296,f2 00 00 00,9,192,,,,,,,,,,
model_BAS00_018.bin,736,f2 00 00 00,9,192,,,,,,,,,,
model_BAS00_024.bin,11960,f2 00 00 00,9,192,,,,,,,,,,
model_BAS00_003.bin,29832,f2 00 00 00,9,216,,,,,,,,,,
model_BAS00_003.bin,39368,f2 00 00 00,9,216,,,,,,,,,,
model_BAS00_011.bin,11376,f2 00 00 00,9,216,,,,,,,,,,
model_BAS00_011.bin,18880,f2 00 00 00,9,216,,,,,,,,,,
model_BAS00_017.bin,672,f2 00 00 00,9,216,,,,,,,,,,
model_BAS00_024.bin,11736,f2 00 00 00,9,216,,,,,,,,,,
model_BAS00_024.bin,19472,f2 00 00 00,9,216,,,,,,,,,,
model_BAS00_011.bin,18632,f2 00 00 00,9,240,,,,,,,,,,
model_BAS00_017.bin,896,f2 00 00 00,9,240,,,,,,,,,,
model_BAS00_024.bin,12160,f2 00 00 00,9,240,,,,,,,,,,
model_BAS00_024.bin,18848,f2 00 00 00,9,240,,,,,,,,,,
model_BAS00_024.bin,19096,f2 00 00 00,9,240,,,,,,,,,,
model_BAS00_028.bin,2896,f2 00 00 00,9,240,,,,,,,,,,
model_BAS00_030.bin,3624,f2 00 00 00,9,240,,,,,,,,,,
model_BAS00_002.bin,1960,f2 00 00 00,9,264,,,,,,,,,,
model_BAS00_009.bin,472,f2 00 00 00,9,272,,,,,,,,,,
model_BAS00_016.bin,2080,72 00 00 00,9,288,,,,,,,,,,
model_BAS00_029.bin,104,72 00 00 00,9,288,,,,,,,,,,
model_BAS00_003.bin,59824,f1 00 00 00,9,288,,,,,,,,,,
model_BAS00_003.bin,2544,f2 00 00 00,9,288,,,,,,,,,,
model_BAS00_003.bin,64216,f2 00 00 00,9,288,,,,,,,,,,
model_BAS00_003.bin,67216,f2 00 00 00,9,288,,,,,,,,,,
model_BAS00_003.bin,67512,f2 00 00 00,9,288,,,,,,,,,,
model_BAS00_003.bin,67808,f2 00 00 00,9,288,,,,,,,,,,
model_BAS00_003.bin,68104,f2 00 00 00,9,288,,,,,,,,,,
model_BAS00_009.bin,1240,f2 00 00 00,9,288,,,,,,,,,,
model_BAS00_022.bin,3360,f2 00 00 00,9,288,,,,,,,,,,
model_BAS00_022.bin,472,f2 00 00 00,9,320,,,,,,,,,,
model_BAS00_003.bin,20608,f2 00 00 00,10,80,,,,,,,,,,
model_BAS00_003.bin,8816,73 00 00 00,10,104,,,,,,,,,,
model_BAS00_011.bin,21632,f3 00 00 00,10,104,,,,,,,,,,
model_BAS00_003.bin,30360,f2 00 00 00,10,128,,,,,,,,,,
model_BAS00_009.bin,1536,f2 00 00 00,10,128,,,,,,,,,,
model_BAS00_022.bin,3656,f2 00 00 00,10,128,,,,,,,,,,
model_BAS00_003.bin,19056,f3 00 00 00,10,128,,,,,,,,,,
model_BAS00_003.bin,39592,f2 00 00 00,10,152,,,,,,,,,,
model_BAS00_030.bin,1392,f2 00 00 00,10,152,,,,,,,,,,
model_BAS00_019.bin,1416,f3 00 00 00,10,152,,,,,,,,,,
model_BAS00_003.bin,15288,73 00 00 00,10,176,,,,,,,,,,
model_BAS00_003.bin,60496,f1 00 00 00,10,176,,,,,,,,,,
model_BAS00_003.bin,12304,f2 00 00 00,10,176,,,,,,,,,,
model_BAS00_030.bin,5888,f2 00 00 00,10,176,,,,,,,,,,
model_BAS00_030.bin,6072,f2 00 00 00,10,176,,,,,,,,,,
model_BAS00_002.bin,10688,f3 00 00 00,10,176,,,,,,,,,,
model_BAS00_011.bin,5544,f3 00 00 00,10,176,,,,,,,,,,
model_BAS00_024.bin,5312,f3 00 00 00,10,176,,,,,,,,,,
model_BAS00_003.bin,16880,73 00 00 00,10,200,,,,,,,,,,
model_BAS00_003.bin,20936,73 00 00 00,10,200,,,,,,,,,,
model_BAS00_003.bin,60680,f1 00 00 00,10,200,,,,,,,,,,
model_BAS00_002.bin,712,f2 00 00 00,10,200,,,,,,,,,,
model_BAS00_003.bin,30496,f2 00 00 00,10,200,,,,,,,,,,
model_BAS00_028.bin,3144,f2 00 00 00,10,200,,,,,,,,,,
model_BAS00_002.bin,3472,f2 00 00 00,10,224,,,,,,,,,,
model_BAS00_011.bin,19104,f2 00 00 00,10,224,,,,,,,,,,
model_BAS00_011.bin,19336,f2 00 00 00,10,224,,,,,,,,,,
model_BAS00_002.bin,9864,f2 00 00 00,10,272,,,,,,,,,,
model_BAS00_015.bin,336,f2 00 00 00,10,272,,,,,,,,,,
model_BAS00_022.bin,1320,f2 00 00 00,10,272,,,,,,,,,,
model_BAS00_028.bin,336,f2 00 00 00,10,272,,,,,,,,,,
model_BAS00_030.bin,1112,f2 00 00 00,10,272,,,,,,,,,,
model_BAS00_002.bin,10408,f3 00 00 00,10,272,,,,,,,,,,
model_BAS00_002.bin,10872,f3 00 00 00,10,272,,,,,,,,,,
model_BAS00_003.bin,568,f3 00 00 00,10,272,,,,,,,,,,
model_BAS00_003.bin,70880,73 00 00 00,10,296,,,,,,,,,,
model_BAS00_003.bin,30056,f2 00 00 00,10,296,,,,,,,,,,
model_BAS00_003.bin,44488,f2 00 00 00,10,304,,,,,,,,,,
model_BAS00_003.bin,46968,71 00 00 00,10,320,,,,,,,,,,
model_BAS00_003.bin,240,73 00 00 00,10,320,,,,,,,,,,
model_BAS00_003.bin,1512,73 00 00 00,10,320,,,,,,,,,,
model_BAS00_004.bin,1472,73 00 00 00,10,320,,,,,,,,,,
model_BAS00_003.bin,47296,f1 00 00 00,10,320,,,,,,,,,,
model_BAS00_003.bin,47624,f1 00 00 00,10,320,,,,,,,,,,
model_BAS00_003.bin,47952,f1 00 00 00,10,320,,,,,,,,,,
model_BAS00_003.bin,52056,f1 00 00 00,10,320,,,,,,,,,,
model_BAS00_003.bin,52384,f1 00 00 00,10,320,,,,,,,,,,
model_BAS00_003.bin,53488,f1 00 00 00,10,320,,,,,,,,,,
model_BAS00_003.bin,30704,f2 00 00 00,10,320,,,,,,,,,,
model_BAS00_015.bin,616,f2 00 00 00,10,320,,,,,,,,,,
model_BAS00_028.bin,616,f2 00 00 00,10,320,,,,,,,,,,
model_BAS00_011.bin,15832,6a 00 00 00,10,392,,,,,,,,,,
model_BAS00_003.bin,42488,f2 00 00 00,10,448,,,,,,,,,,
model_BAS00_003.bin,53816,f1 00 00 00,11,136,,,,,,,,,,
model_BAS00_003.bin,61248,f1 00 00 00,11,136,,,,,,,,,,
model_BAS00_003.bin,13152,f2 00 00 00,11,160,,,,,,,,,,
model_BAS00_003.bin,11936,f2 00 00 00,11,184,,,,,,,,,,
model_BAS00_003.bin,18544,f2 00 00 00,11,184,,,,,,,,,,
model_BAS00_030.bin,2496,f2 00 00 00,11,184,,,,,,,,,,
model_BAS00_003.bin,52712,f1 00 00 00,11,208,,,,,,,,,,
model_BAS00_003.bin,31032,f2 00 00 00,11,208,,,,,,,,,,
model_BAS00_003.bin,45184,f2 00 00 00,11,208,,,,,,,,,,
model_BAS00_003.bin,45400,f2 00 00 00,11,208,,,,,,,,,,
model_BAS00_011.bin,2800,f2 00 00 00,11,208,,,,,,,,,,
model_BAS00_024.bin,2472,f2 00 00 00,11,208,,,,,,,,,,
model_BAS00_028.bin,3352,f2 00 00 00,11,208,,,,,,,,,,
model_BAS00_004.bin,2720,f2 00 00 00,11,232,,,,,,,,,,
model_BAS00_024.bin,2232,f2 00 00 00,11,232,,,,,,,,,,
model_BAS00_024.bin,12672,f2 00 00 00,11,232,,,,,,,,,,
model_BAS00_011.bin,2536,f2 00 00 00,11,256,,,,,,,,,,
model_BAS00_011.bin,11912,f2 00 00 00,11,256,,,,,,,,,,
model_BAS00_024.bin,12408,f2 00 00 00,11,256,,,,,,,,,,
model_BAS00_024.bin,12912,f2 00 00 00,11,256,,,,,,,,,,
model_BAS00_002.bin,7824,f2 00 00 00,11,280,,,,,,,,,,
model_BAS00_003.bin,52928,f1 00 00 00,11,288,,,,,,,,,,
model_BAS00_003.bin,39752,f2 00 00 00,11,304,,,,,,,,,,
model_BAS00_003.bin,68400,f2 00 00 00,11,304,,,,,,,,,,
model_BAS00_003.bin,68712,f2 00 00 00,11,304,,,,,,,,,,
model_BAS00_003.bin,69024,f2 00 00 00,11,304,,,,,,,,,,
model_BAS00_009.bin,3760,f2 00 00 00,11,304,,,,,,,,,,
model_BAS00_011.bin,11600,f2 00 00 00,11,304,,,,,,,,,,
model_BAS00_003.bin,60888,f1 00 00 00,11,352,,,,,,,,,,
model_BAS00_003.bin,40064,f2 00 00 00,11,352,,,,,,,,,,
model_BAS00_003.bin,64512,f2 00 00 00,11,352,,,,,,,,,,
model_BAS00_003.bin,69336,f2 00 00 00,11,352,,,,,,,,,,
model_BAS00_003.bin,69696,f2 00 00 00,11,352,,,,,,,,,,
model_BAS00_017.bin,1144,f2 00 00 00,11,352,,,,,,,,,,
model_BAS00_011.bin,5728,6a 00 00 00,11,536,,,,,,,,,,
model_BAS00_003.bin,20768,72 00 00 00,12,96,,,,,,,,,,
model_BAS00_012.bin,920,f3 00 00 00,12,96,,,,,,,,,,
model_BAS00_024.bin,22008,f3 00 00 00,12,96,,,,,,,,,,
model_BAS00_025.bin,920,f3 00 00 00,12,96,,,,,,,,,,
model_BAS00_003.bin,43576,f2 00 00 00,12,144,,,,,,,,,,
model_BAS00_010.bin,1488,f2 00 00 00,12,168,,,,,,,,,,
model_BAS00_015.bin,3496,f2 00 00 00,12,168,,,,,,,,,,
model_BAS00_013.bin,808,f3 00 00 00,12,168,,,,,,,,,,
model_BAS00_026.bin,808,f3 00 00 00,12,168,,,,,,,,,,
model_BAS00_009.bin,4072,f2 00 00 00,12,192,,,,,,,,,,
model_BAS00_017.bin,1504,f2 00 00 00,12,216,,,,,,,,,,
model_BAS00_003.bin,21848,73 00 00 00,12,240,,,,,,,,,,
model_BAS00_003.bin,41792,73 00 00 00,12,240,,,,,,,,,,
model_BAS00_004.bin,672,f2 00 00 00,12,240,,,,,,,,,,
model_BAS00_030.bin,3872,f2 00 00 00,12,240,,,,,,,,,,
model_BAS00_004.bin,1800,f3 00 00 00,12,248,,,,,,,,,,
model_BAS00_003.bin,31248,f2 00 00 00,12,264,,,,,,,,,,
model_BAS00_023.bin,824,f2 00 00 00,12,264,,,,,,,,,,
model_BAS00_011.bin,12176,f2 00 00 00,12,288,,,,,,,,,,
model_BAS00_003.bin,42040,f3 00 00 00,12,312,,,,,,,,,,
model_BAS00_003.bin,71184,f3 00 00 00,12,312,,,,,,,,,,
model_BAS00_002.bin,11152,f3 00 00 00,12,320,,,,,,,,,,
model_BAS00_016.bin,336,f2 00 00 00,12,336,,,,,,,,,,
model_BAS00_029.bin,2336,f2 00 00 00,12,336,,,,,,,,,,
model_BAS00_012.bin,2392,52 00 00 00,12,384,,,,,,,,,,
model_BAS00_015.bin,4728,52 00 00 00,12,384,,,,,,,,,,
model_BAS00_028.bin,4728,52 00 00 00,12,384,,,,,,,,,,
model_BAS00_015.bin,5120,d2 00 00 00,12,384,,,,,,,,,,
model_BAS00_028.bin,5120,d2 00 00 00,12,384,,,,,,,,,,
model_BAS00_003.bin,48280,f1 00 00 00,12,384,,,,,,,,,,
model_BAS00_003.bin,49336,f1 00 00 00,12,384,,,,,,,,,,
model_BAS00_003.bin,49728,f1 00 00 00,12,384,,,,,,,,,,
model_BAS00_011.bin,3016,f2 00 00 00,12,384,,,,,,,,,,
model_BAS00_016.bin,680,f2 00 00 00,12,384,,,,,,,,,,
model_BAS00_024.bin,2688,f2 00 00 00,12,384,,,,,,,,,,
model_BAS00_012.bin,2784,d2 00 00 00,12,416,,,,,,,,,,
model_BAS00_003.bin,50784,f1 00 00 00,12,416,,,,,,,,,,
model_BAS00_024.bin,13176,f2 00 00 00,13,104,,,,,,,,,,
model_BAS00_002.bin,6760,f2 00 00 00,13,176,,,,,,,,,,
model_BAS00_003.bin,5864,f2 00 00 00,13,200,,,,,,,,,,
model_BAS00_024.bin,19696,f2 00 00 00,13,200,,,,,,,,,,
model_BAS00_003.bin,19888,72 00 00 00,13,224,,,,,,,,,,
model_BAS00_003.bin,9568,72 00 00 00,13,248,,,,,,,,,,
model_BAS00_003.bin,61392,f1 00 00 00,13,248,,,,,,,,,,
model_BAS00_011.bin,3408,f2 00 00 00,13,248,,,,,,,,,,
model_BAS00_011.bin,3664,f2 00 00 00,13,248,,,,,,,,,,
model_BAS00_024.bin,3080,f2 00 00 00,13,248,,,,,,,,,,
model_BAS00_024.bin,13288,f2 00 00 00,13,248,,,,,,,,,,
model_BAS00_003.bin,40424,f2 00 00 00,13,272,,,,,,,,,,
model_BAS00_022.bin,1600,f2 00 00 00,13,272,,,,,,,,,,
model_BAS00_024.bin,3336,f2 00 00 00,13,272,,,,,,,,,,
model_BAS00_024.bin,19904,f2 00 00 00,13,272,,,,,,,,,,
model_BAS00_003.bin,31520,f2 00 00 00,13,296,,,,,,,,,,
model_BAS00_011.bin,12472,f2 00 00 00,13,296,,,,,,,,,,
model_BAS00_002.bin,8112,f2 00 00 00,13,320,,,,,,,,,,
model_BAS00_003.bin,31824,f2 00 00 00,13,320,,,,,,,,,,
model_BAS00_014.bin,504,f2 00 00 00,13,320,,,,,,,,,,
model_BAS00_003.bin,1840,72 00 00 00,13,368,,,,,,,,,,
model_BAS00_006.bin,600,f2 00 00 00,13,368,,,,,,,,,,
model_BAS00_006.bin,976,f2 00 00 00,13,368,,,,,,,,,,
model_BAS00_027.bin,240,f2 00 00 00,13,368,,,,,,,,,,
model_BAS00_011.bin,21984,6a 00 00 00,13,392,,,,,,,,,,
model_BAS00_007.bin,432,f2 00 00 00,13,416,,,,,,,,,,
model_BAS00_011.bin,3920,f2 00 00 00,13,416,,,,,,,,,,
model_BAS00_020.bin,432,f2 00 00 00,13,416,,,,,,,,,,
model_BAS00_002.bin,12200,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,12992,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,13784,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,14576,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,15368,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,16160,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,16952,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,17744,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,18536,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,19328,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,20120,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,20912,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,21704,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,22496,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,23288,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,24080,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,24872,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_002.bin,25664,f2 00 00 00,14,112,,,,,,,,,,
model_BAS00_011.bin,4344,f2 00 00 00,14,136,,,,,,,,,,
model_BAS00_003.bin,12488,f2 00 00 00,14,184,,,,,,,,,,
model_BAS00_003.bin,61648,f1 00 00 00,14,208,,,,,,,,,,
model_BAS00_007.bin,856,f2 00 00 00,14,208,,,,,,,,,,
model_BAS00_020.bin,856,f2 00 00 00,14,208,,,,,,,,,,
model_BAS00_002.bin,11936,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,12728,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,13520,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,14312,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,15104,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,15896,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,16688,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,17480,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,18272,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,19064,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,19856,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,20648,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,21440,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,22232,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,23024,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,23816,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,24608,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_002.bin,25400,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_011.bin,19568,f2 00 00 00,14,256,,,,,,,,,,
model_BAS00_003.bin,4696,73 00 00 00,14,280,,,,,,,,,,
model_BAS00_015.bin,944,f2 00 00 00,14,280,,,,,,,,,,
model_BAS00_028.bin,944,f2 00 00 00,14,280,,,,,,,,,,
model_BAS00_002.bin,2488,f3 00 00 00,14,288,,,,,,,,,,
model_BAS00_004.bin,920,f2 00 00 00,14,304,,,,,,,,,,
model_BAS00_003.bin,4160,f2 00 00 00,14,352,,,,,,,,,,
model_BAS00_009.bin,4272,f2 00 00 00,14,376,,,,,,,,,,
model_BAS00_022.bin,1880,f2 00 00 00,14,376,,,,,,,,,,
model_BAS00_002.bin,11528,72 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,12320,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,13112,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,13904,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,14696,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,15488,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,16280,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,17072,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,17864,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,18656,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,19448,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,20240,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,21032,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,21824,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,22616,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,23408,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,24200,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,24992,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_002.bin,25784,f2 00 00 00,14,400,,,,,,,,,,
model_BAS00_003.bin,40704,f2 00 00 00,15,144,,,,,,,,,,
model_BAS00_003.bin,32152,f2 00 00 00,15,192,,,,,,,,,,
model_BAS00_011.bin,20176,f2 00 00 00,15,240,,,,,,,,,,
model_BAS00_003.bin,32352,f2 00 00 00,15,264,,,,,,,,,,
model_BAS00_011.bin,20424,f2 00 00 00,15,288,,,,,,,,,,
model_BAS00_024.bin,3616,f2 00 00 00,15,288,,,,,,,,,,
model_BAS00_024.bin,3912,f2 00 00 00,15,288,,,,,,,,,,
model_BAS00_024.bin,20184,f2 00 00 00,15,288,,,,,,,,,,
model_BAS00_011.bin,12776,f2 00 00 00,15,312,,,,,,,,,,
model_BAS00_011.bin,19832,f2 00 00 00,15,336,,,,,,,,,,
model_BAS00_003.bin,32624,f2 00 00 00,15,360,,,,,,,,,,
model_BAS00_019.bin,576,f2 00 00 00,15,360,,,,,,,,,,
model_BAS00_016.bin,2376,f2 00 00 00,15,384,,,,,,,,,,
model_BAS00_029.bin,400,f2 00 00 00,15,384,,,,,,,,,,
model_BAS00_003.bin,46160,f2 00 00 00,16,208,,,,,,,,,,
model_BAS00_003.bin,32992,f2 00 00 00,16,272,,,,,,,,,,
model_BAS00_023.bin,2016,73 00 00 00,16,280,,,,,,,,,,
model_BAS00_002.bin,38624,f2 00 00 00,16,296,,,,,,,,,,
model_BAS00_002.bin,38928,f2 00 00 00,16,296,,,,,,,,,,
model_BAS00_002.bin,39232,f2 00 00 00,16,296,,,,,,,,,,
model_BAS00_002.bin,39536,f2 00 00 00,16,296,,,,,,,,,,
model_BAS00_002.bin,39840,f2 00 00 00,16,296,,,,,,,,,,
model_BAS00_002.bin,40144,f2 00 00 00,16,296,,,,,,,,,,
model_BAS00_002.bin,40448,f2 00 00 00,16,296,,,,,,,,,,
model_BAS00_002.bin,40752,f2 00 00 00,16,296,,,,,,,,,,
model_BAS00_024.bin,5496,f3 00 00 00,16,344,,,,,,,,,,
model_BAS00_015.bin,1232,f2 00 00 00,16,392,,,,,,,,,,
model_BAS00_003.bin,43728,73 00 00 00,16,400,,,,,,,,,,
model_BAS00_003.bin,61864,f1 00 00 00,16,416,,,,,,,,,,
model_BAS00_010.bin,3232,52 00 00 00,16,512,,,,,,,,,,
model_BAS00_023.bin,3528,52 00 00 00,16,512,,,,,,,,,,
model_BAS00_010.bin,3752,d2 00 00 00,16,512,,,,,,,,,,
model_BAS00_023.bin,4048,d2 00 00 00,16,512,,,,,,,,,,
model_BAS00_006.bin,1352,f2 00 00 00,17,136,,,,,,,,,,
model_BAS00_003.bin,33272,f2 00 00 00,17,232,,,,,,,,,,
model_BAS00_004.bin,2960,f2 00 00 00,17,256,,,,,,,,,,
model_BAS00_019.bin,944,f2 00 00 00,17,280,,,,,,,,,,
model_BAS00_024.bin,4208,f2 00 00 00,17,304,,,,,,,,,,
model_BAS00_003.bin,33512,f2 00 00 00,17,328,,,,,,,,,,
model_BAS00_011.bin,4488,f2 00 00 00,17,328,,,,,,,,,,
model_BAS00_024.bin,4520,f2 00 00 00,17,328,,,,,,,,,,
model_BAS00_003.bin,35456,f3 00 00 00,17,352,,,,,,,,,,
model_BAS00_003.bin,16408,f2 00 00 00,17,376,,,,,,,,,,
model_BAS00_024.bin,4856,f2 00 00 00,17,376,,,,,,,,,,
model_BAS00_003.bin,35816,f3 00 00 00,18,216,,,,,,,,,,
model_BAS00_011.bin,4824,f2 00 00 00,18,288,,,,,,,,,,
model_BAS00_005.bin,904,f2 00 00 00,18,312,,,,,,,,,,
model_BAS00_018.bin,936,f2 00 00 00,18,312,,,,,,,,,,
model_BAS00_003.bin,65456,f2 00 00 00,18,360,,,,,,,,,,
model_BAS00_003.bin,70056,f2 00 00 00,18,360,,,,,,,,,,
model_BAS00_016.bin,2768,f2 00 00 00,18,360,,,,,,,,,,
model_BAS00_029.bin,792,f2 00 00 00,18,360,,,,,,,,,,
model_BAS00_025.bin,1024,f3 00 00 00,18,360,,,,,,,,,,
model_BAS00_023.bin,1128,73 00 00 00,18,368,,,,,,,,,,
model_BAS00_016.bin,3136,f2 00 00 00,18,384,,,,,,,,,,
model_BAS00_012.bin,1024,f3 00 00 00,18,392,,,,,,,,,,
model_BAS00_028.bin,1232,f2 00 00 00,18,432,,,,,,,,,,
model_BAS00_030.bin,6256,f2 00 00 00,18,528,,,,,,,,,,
model_BAS00_000.bin,104,73 00 00 00,18,576,,,,,,,,,,
model_BAS00_001.bin,104,73 00 00 00,18,576,,,,,,,,,,
model_BAS00_003.bin,64872,f2 00 00 00,18,576,,,,,,,,,,
model_BAS00_029.bin,2816,51 00 00 00,18,608,,,,,,,,,,
model_BAS00_003.bin,66384,d2 00 00 00,18,656,,,,,,,,,,
model_BAS00_029.bin,1160,f2 00 00 00,18,888,,,,,,,,,,
model_BAS00_003.bin,33848,f2 00 00 00,19,224,,,,,,,,,,
model_BAS00_003.bin,11656,f2 00 00 00,19,272,,,,,,,,,,
model_BAS00_009.bin,1672,f2 00 00 00,19,320,,,,,,,,,,
model_BAS00_022.bin,3792,f2 00 00 00,19,320,,,,,,,,,,
model_BAS00_011.bin,5120,f2 00 00 00,19,344,,,,,,,,,,
model_BAS00_017.bin,2032,f3 00 00 00,20,208,,,,,,,,,,
model_BAS00_011.bin,21744,f3 00 00 00,20,232,,,,,,,,,,
model_BAS00_024.bin,20480,f2 00 00 00,20,328,,,,,,,,,,
model_BAS00_002.bin,4352,f2 00 00 00,20,400,,,,,,,,,,
model_BAS00_024.bin,13544,f2 00 00 00,20,472,,,,,,,,,,
model_BAS00_002.bin,3704,f2 00 00 00,20,640,,,,,,,,,,
model_BAS00_003.bin,19192,72 00 00 00,21,264,,,,,,,,,,
model_BAS00_003.bin,62288,f1 00 00 00,21,264,,,,,,,,,,
model_BAS00_015.bin,1632,f2 00 00 00,21,264,,,,,,,,,,
model_BAS00_028.bin,1672,f2 00 00 00,21,264,,,,,,,,,,
model_BAS00_011.bin,20720,f2 00 00 00,22,176,,,,,,,,,,
model_BAS00_003.bin,36040,f3 00 00 00,22,224,,,,,,,,,,
model_BAS00_010.bin,1664,f2 00 00 00,22,272,,,,,,,,,,
model_BAS00_003.bin,40856,f2 00 00 00,22,392,,,,,,,,,,
model_BAS00_003.bin,5048,73 00 00 00,22,536,,,,,,,,,,
model_BAS00_003.bin,48672,f1 00 00 00,22,656,,,,,,,,,,
model_BAS00_003.bin,50120,f1 00 00 00,22,656,,,,,,,,,,
model_BAS00_003.bin,10240,6a 00 00 00,22,1320,,,,,,,,,,
model_BAS00_003.bin,20200,f2 00 00 00,23,400,,,,,,,,,,
model_BAS00_011.bin,13648,f2 00 00 00,23,424,,,,,,,,,,
model_BAS00_024.bin,14024,f2 00 00 00,23,424,,,,,,,,,,
model_BAS00_011.bin,13096,f2 00 00 00,23,544,,,,,,,,,,
model_BAS00_002.bin,4760,f2 00 00 00,24,528,,,,,,,,,,
model_BAS00_003.bin,37840,6a 00 00 00,24,656,,,,,,,,,,
model_BAS00_022.bin,2264,f2 00 00 00,25,536,,,,,,,,,,
model_BAS00_009.bin,4656,f2 00 00 00,25,560,,,,,,,,,,
model_BAS00_011.bin,14080,f2 00 00 00,25,608,,,,,,,,,,
model_BAS00_003.bin,62560,f1 00 00 00,26,328,,,,,,,,,,
model_BAS00_002.bin,26192,f2 00 00 00,26,384,,,,,,,,,,
model_BAS00_024.bin,15080,f2 00 00 00,26,520,,,,,,,,,,
model_BAS00_003.bin,3520,73 00 00 00,26,568,,,,,,,,,,
model_BAS00_011.bin,14696,f2 00 00 00,26,616,,,,,,,,,,
model_BAS00_024.bin,14456,f2 00 00 00,26,616,,,,,,,,,,
model_BAS00_012.bin,1472,53 00 00 00,26,864,,,,,,,,,,
model_BAS00_015.bin,3808,53 00 00 00,26,864,,,,,,,,,,
