Filename,Start,PolyHeader,PolySize,Bytes,,,,,PolyHeader,,ENGISTQCC,,," # print(""bit0-1   | Culling      :["" + str(p_flag_bit0_1) + ""] "" + bit_ppar0_1[(p_flag_bit0_1)])"
model_BAS00_021.bin,416,f2 00 00 00,5,112,,,,,,,,,,
model_BAS00_021.bin,536,f2 00 00 00,5,112,,,,,,,,,,
model_BAS00_023.bin,1640,f2 00 00 00,5,112,,,,,,,,,,
model_BAS00_024.bin,6544,f2 00 00 00,5,112,,,,,,,,,,
model_BAS00_024.bin,7288,f2 00 00 00,5,112,,,,,,,,,,
model_BAS00_024.bin,17688,f2 00 00 00,5,112,,,,,,,,,,
model_BAS00_012.bin,3992,f3 00 00 00,5,112,,,,,,,,,,
model_BAS00_016.bin,1904,f2 00 00 00,5,120,,,,,,,,,,
model_BAS00_003.bin,23880,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_003.bin,25032,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_003.bin,26088,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_005.bin,408,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_008.bin,272,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_011.bin,6880,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_011.bin,7192,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_011.bin,7720,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_011.bin,17344,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_021.bin,272,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_024.bin,6832,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_024.bin,7144,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_024.bin,7672,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_024.bin,17208,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_024.bin,18072,f2 00 00 00,5,136,,,,,,,,,,
model_BAS00_002.bin,1272,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,2784,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,37472,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,44848,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,45824,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,67048,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_007.bin,104,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_008.bin,104,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_009.bin,3392,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,22384,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_016.bin,1208,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_020.bin,104,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_021.bin,104,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_022.bin,936,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_022.bin,3024,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_029.bin,3480,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_030.bin,288,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_030.bin,3456,72 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,42944,f1 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,56664,f1 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,56832,f1 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,376,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,544,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,1440,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,5976,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,6144,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,6312,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,7304,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,7472,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,8992,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,9160,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,9328,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,37640,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,37928,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_002.bin,38216,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,23712,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,24024,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,24192,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,24360,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,24528,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,24696,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,24864,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,25176,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,25344,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,25632,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,25800,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,38640,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,45016,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_003.bin,45992,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_005.bin,240,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_006.bin,240,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_009.bin,1072,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_010.bin,512,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,896,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,1064,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,1232,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,6712,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,7024,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,7552,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,9760,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,9928,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,16504,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,16672,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,16840,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,17008,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,17176,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_013.bin,240,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_015.bin,2728,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_016.bin,1472,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_016.bin,1736,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_017.bin,240,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_018.bin,240,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_019.bin,240,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_019.bin,408,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_022.bin,3192,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_023.bin,240,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,1032,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,1200,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,1368,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,1536,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,6664,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,6976,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,7504,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,10120,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,10288,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,17040,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,17352,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,17520,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_024.bin,17808,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_026.bin,240,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_028.bin,2728,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_029.bin,3744,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_029.bin,4008,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_030.bin,456,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_030.bin,624,f2 00 00 00,5,160,,,,,,,,,,
model_BAS00_011.bin,23336,6a 00 00 00,5,192,,,,,,,,,,
model_BAS00_031.bin,104,72 00 00 00,5,1120,,,,,,,,,,
model_BAS00_003.bin,19728,72 00 00 00,6,48,,,,,,,,,,
model_BAS00_002.bin,2432,73 00 00 00,6,48,,,,,,,,,,
model_BAS00_003.bin,21264,f2 00 00 00,6,48,,,,,,,,,,
model_BAS00_003.bin,19648,73 00 00 00,6,72,,,,,,,,,,
model_BAS00_009.bin,3024,73 00 00 00,6,72,,,,,,,,,,
model_BAS00_011.bin,15320,73 00 00 00,6,72,,,,,,,,,,
model_BAS00_022.bin,5248,73 00 00 00,6,72,,,,,,,,,,
model_BAS00_003.bin,22240,f2 00 00 00,6,80,,,,,,,,,,
model_BAS00_003.bin,848,72 00 00 00,6,96,,,,,,,,,,
model_BAS00_002.bin,920,73 00 00 00,6,96,,,,,,,,,,
model_BAS00_003.bin,18800,73 00 00 00,6,96,,,,,,,,,,
model_BAS00_003.bin,19784,73 00 00 00,6,96,,,,,,,,,,
model_BAS00_003.bin,35280,73 00 00 00,6,96,,,,,,,,,,
model_BAS00_017.bin,1784,73 00 00 00,6,96,,,,,,,,,,
model_BAS00_024.bin,21704,73 00 00 00,6,96,,,,,,,,,,
model_BAS00_024.bin,23472,73 00 00 00,6,96,,,,,,,,,,
model_BAS00_003.bin,3416,f2 00 00 00,6,96,,,,,,,,,,
model_BAS00_003.bin,8448,f2 00 00 00,6,96,,,,,,,,,,
model_BAS00_003.bin,16256,f2 00 00 00,6,96,,,,,,,,,,
model_BAS00_024.bin,18216,f2 00 00 00,6,96,,,,,,,,,,
model_BAS00_002.bin,5552,f3 00 00 00,6,96,,,,,,,,,,
model_BAS00_022.bin,2864,73 00 00 00,6,104,,,,,,,,,,
model_BAS00_002.bin,5296,73 00 00 00,6,120,,,,,,,,,,
model_BAS00_003.bin,9440,73 00 00 00,6,120,,,,,,,,,,
model_BAS00_011.bin,21504,73 00 00 00,6,120,,,,,,,,,,
model_BAS00_019.bin,1288,73 00 00 00,6,120,,,,,,,,,,
model_BAS00_002.bin,3152,f2 00 00 00,6,120,,,,,,,,,,
model_BAS00_003.bin,26784,f2 00 00 00,6,120,,,,,,,,,,
model_BAS00_003.bin,26912,f2 00 00 00,6,120,,,,,,,,,,
model_BAS00_003.bin,39008,f2 00 00 00,6,120,,,,,,,,,,
model_BAS00_003.bin,42360,f2 00 00 00,6,120,,,,,,,,,,
model_BAS00_002.bin,5424,f3 00 00 00,6,120,,,,,,,,,,
model_BAS00_024.bin,21808,f3 00 00 00,6,120,,,,,,,,,,
model_BAS00_003.bin,70424,73 00 00 00,6,128,,,,,,,,,,
model_BAS00_028.bin,3624,73 00 00 00,6,128,,,,,,,,,,
model_BAS00_002.bin,10256,73 00 00 00,6,144,,,,,,,,,,
model_BAS00_003.bin,57400,f1 00 00 00,6,144,,,,,,,,,,
model_BAS00_002.bin,6480,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_002.bin,9496,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_003.bin,3264,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_003.bin,10088,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_003.bin,26632,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_010.bin,880,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_011.bin,10296,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_011.bin,10448,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_011.bin,22552,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_018.bin,408,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_024.bin,10856,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_024.bin,11008,f2 00 00 00,6,144,,,,,,,,,,
model_BAS00_003.bin,18904,f3 00 00 00,6,144,,,,,,,,,,
model_BAS00_005.bin,552,f2 00 00 00,6,168,,,,,,,,,,
model_BAS00_018.bin,560,f2 00 00 00,6,168,,,,,,,,,,
model_BAS00_011.bin,9120,6a 00 00 00,6,176,,,,,,,,,,
model_BAS00_024.bin,9072,6a 00 00 00,6,176,,,,,,,,,,
model_BAS00_002.bin,5656,f3 00 00 00,6,176,,,,,,,,,,
model_BAS00_003.bin,51256,71 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,63816,72 00 00 00,6,192,,,,,,,,,,
model_BAS00_004.bin,2056,72 00 00 00,6,192,,,,,,,,,,
model_BAS00_012.bin,4112,72 00 00 00,6,192,,,,,,,,,,
model_BAS00_030.bin,4312,72 00 00 00,6,192,,,,,,,,,,
model_BAS00_011.bin,23136,73 00 00 00,6,192,,,,,,,,,,
model_BAS00_012.bin,3528,73 00 00 00,6,192,,,,,,,,,,
model_BAS00_030.bin,1696,73 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,51456,f1 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,54840,f1 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,57000,f1 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,57200,f1 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,57552,f1 00 00 00,6,192,,,,,,,,,,
model_BAS00_002.bin,2952,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,26232,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,26432,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,27040,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,38808,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,64016,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_004.bin,240,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_004.bin,2256,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_009.bin,3560,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_010.bin,680,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_011.bin,10096,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_011.bin,17488,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_011.bin,17688,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_023.bin,1760,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_024.bin,10456,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_024.bin,10656,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_024.bin,18320,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_030.bin,3016,f2 00 00 00,6,192,,,,,,,,,,
model_BAS00_003.bin,63584,69 00 00 00,6,224,,,,,,,,,,
model_BAS00_003.bin,2432,f2 00 00 00,7,56,,,,,,,,,,
model_BAS00_003.bin,21320,f2 00 00 00,7,80,,,,,,,,,,
model_BAS00_003.bin,12192,f2 00 00 00,7,104,,,,,,,,,,
model_BAS00_003.bin,19536,f2 00 00 00,7,104,,,,,,,,,,
model_BAS00_003.bin,28168,f2 00 00 00,7,104,,,,,,,,,,
model_BAS00_003.bin,13320,f2 00 00 00,7,128,,,,,,,,,,
model_BAS00_003.bin,14248,f2 00 00 00,7,128,,,,,,,,,,
model_BAS00_003.bin,28440,f2 00 00 00,7,128,,,,,,,,,,
model_BAS00_011.bin,18120,f2 00 00 00,7,128,,,,,,,,,,
model_BAS00_030.bin,792,f2 00 00 00,7,128,,,,,,,,,,
model_BAS00_003.bin,17088,72 00 00 00,7,152,,,,,,,,,,
model_BAS00_003.bin,57752,f1 00 00 00,7,152,,,,,,,,,,
model_BAS00_003.bin,28280,f2 00 00 00,7,152,,,,,,,,,,
model_BAS00_007.bin,272,f2 00 00 00,7,152,,,,,,,,,,
model_BAS00_011.bin,10832,f2 00 00 00,7,152,,,,,,,,,,
model_BAS00_011.bin,18256,f2 00 00 00,7,152,,,,,,,,,,
model_BAS00_020.bin,272,f2 00 00 00,7,152,,,,,,,,,,
model_BAS00_024.bin,11392,f2 00 00 00,7,152,,,,,,,,,,
model_BAS00_024.bin,18520,f2 00 00 00,7,152,,,,,,,,,,
model_BAS00_024.bin,22688,f2 00 00 00,7,152,,,,,,,,,,
model_BAS00_030.bin,1896,72 00 00 00,7,176,,,,,,,,,,
model_BAS00_003.bin,55040,f1 00 00 00,7,176,,,,,,,,,,
model_BAS00_002.bin,7640,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_003.bin,2840,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_003.bin,21568,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_010.bin,1032,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_011.bin,10992,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_013.bin,408,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_015.bin,2896,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_023.bin,408,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_024.bin,11552,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_026.bin,408,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_030.bin,928,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_030.bin,2312,f2 00 00 00,7,176,,,,,,,,,,
model_BAS00_003.bin,28576,f2 00 00 00,7,200,,,,,,,,,,
model_BAS00_003.bin,54072,71 00 00 00,7,224,,,,,,,,,,
model_BAS00_012.bin,104,72 00 00 00,7,224,,,,,,,,,,
model_BAS00_015.bin,104,72 00 00 00,7,224,,,,,,,,,,
model_BAS00_016.bin,104,72 00 00 00,7,224,,,,,,,,,,
model_BAS00_025.bin,104,72 00 00 00,7,224,,,,,,,,,,
model_BAS00_028.bin,104,72 00 00 00,7,224,,,,,,,,,,
model_BAS00_029.bin,2104,72 00 00 00,7,224,,,,,,,,,,
model_BAS00_003.bin,57912,f1 00 00 00,7,224,,,,,,,,,,
model_BAS00_002.bin,1728,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_003.bin,27240,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_003.bin,27472,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_003.bin,27704,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_003.bin,27936,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_003.bin,39136,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_004.bin,440,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_009.bin,240,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,1400,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,1632,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,1864,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,7960,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,8192,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,8424,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,8656,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,8888,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,10600,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,17888,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_011.bin,22704,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_022.bin,240,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_023.bin,592,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_024.bin,1704,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_024.bin,7912,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_024.bin,8144,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_024.bin,8376,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_024.bin,8608,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_024.bin,8840,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_024.bin,11160,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_024.bin,22848,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_030.bin,2080,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_030.bin,4512,f2 00 00 00,7,224,,,,,,,,,,
model_BAS00_032.bin,976,f2 00 00 00,7,864,,,,,,,,,,
model_BAS00_003.bin,20696,73 00 00 00,8,64,,,,,,,,,,
model_BAS00_011.bin,5472,73 00 00 00,8,64,,,,,,,,,,
model_BAS00_024.bin,5240,73 00 00 00,8,64,,,,,,,,,,
model_BAS00_030.bin,6792,73 00 00 00,8,64,,,,,,,,,,
model_BAS00_003.bin,12728,f2 00 00 00,8,64,,,,,,,,,,
model_BAS00_003.bin,35384,f3 00 00 00,8,64,,,,,,,,,,
model_BAS00_022.bin,5328,f3 00 00 00,8,64,,,,,,,,,,
model_BAS00_024.bin,21936,f3 00 00 00,8,64,,,,,,,,,,
model_BAS00_009.bin,5280,73 00 00 00,8,112,,,,,,,,,,
model_BAS00_003.bin,55488,f1 00 00 00,8,112,,,,,,,,,,
model_BAS00_003.bin,58936,f1 00 00 00,8,112,,,,,,,,,,
model_BAS00_024.bin,15608,73 00 00 00,8,136,,,,,,,,,,
model_BAS00_003.bin,18400,f2 00 00 00,8,136,,,,,,,,,,
model_BAS00_011.bin,2096,f2 00 00 00,8,136,,,,,,,,,,
model_BAS00_030.bin,5008,f2 00 00 00,8,136,,,,,,,,,,
model_BAS00_011.bin,15400,f3 00 00 00,8,136,,,,,,,,,,
model_BAS00_011.bin,15544,f3 00 00 00,8,136,,,,,,,,,,
model_BAS00_011.bin,15688,f3 00 00 00,8,136,,,,,,,,,,
model_BAS00_017.bin,1888,f3 00 00 00,8,136,,,,,,,,,,
model_BAS00_024.bin,15752,f3 00 00 00,8,136,,,,,,,,,,
model_BAS00_009.bin,3104,f3 00 00 00,8,144,,,,,,,,,,
model_BAS00_003.bin,55608,f1 00 00 00,8,160,,,,,,,,,,
model_BAS00_003.bin,59272,f1 00 00 00,8,160,,,,,,,,,,
model_BAS00_003.bin,59440,f1 00 00 00,8,160,,,,,,,,,,
model_BAS00_003.bin,29000,f2 00 00 00,8,160,,,,,,,,,,
model_BAS00_003.bin,29168,f2 00 00 00,8,160,,,,,,,,,,
model_BAS00_003.bin,44320,f2 00 00 00,8,160,,,,,,,,,,
model_BAS00_010.bin,1216,f2 00 00 00,8,160,,,,,,,,,,
model_BAS00_011.bin,2240,f2 00 00 00,8,160,,,,,,,,,,
model_BAS00_024.bin,1936,f2 00 00 00,8,160,,,,,,,,,,
model_BAS00_024.bin,18680,f2 00 00 00,8,160,,,,,,,,,,
model_BAS00_030.bin,5152,f2 00 00 00,8,160,,,,,,,,,,
model_BAS00_031.bin,1608,f3 00 00 00,8,160,,,,,,,,,,
model_BAS00_002.bin,3280,f2 00 00 00,8,184,,,,,,,,,,
model_BAS00_006.bin,408,f2 00 00 00,8,184,,,,,,,,,,
model_BAS00_002.bin,1024,f3 00 00 00,8,192,,,,,,,,,,
model_BAS00_013.bin,592,73 00 00 00,8,208,,,,,,,,,,
model_BAS00_026.bin,592,73 00 00 00,8,208,,,,,,,,,,
model_BAS00_027.bin,616,73 00 00 00,8,208,,,,,,,,,,
model_BAS00_003.bin,59056,f1 00 00 00,8,208,,,,,,,,,,
model_BAS00_003.bin,59608,f1 00 00 00,8,208,,,,,,,,,,
model_BAS00_002.bin,9648,f2 00 00 00,8,208,,,,,,,,,,
model_BAS00_003.bin,2216,f2 00 00 00,8,208,,,,,,,,,,
model_BAS00_003.bin,28784,f2 00 00 00,8,208,,,,,,,,,,
model_BAS00_011.bin,18416,f2 00 00 00,8,208,,,,,,,,,,
model_BAS00_015.bin,3080,f2 00 00 00,8,208,,,,,,,,,,
model_BAS00_022.bin,1104,f2 00 00 00,8,208,,,,,,,,,,
model_BAS00_012.bin,440,73 00 00 00,8,232,,,,,,,,,,
model_BAS00_025.bin,440,73 00 00 00,8,232,,,,,,,,,,
model_BAS00_003.bin,3024,f2 00 00 00,8,232,,,,,,,,,,
model_BAS00_003.bin,12912,f2 00 00 00,8,232,,,,,,,,,,
model_BAS00_012.bin,680,f3 00 00 00,8,232,,,,,,,,,,
model_BAS00_025.bin,680,f3 00 00 00,8,232,,,,,,,,,,
model_BAS00_003.bin,53224,71 00 00 00,8,256,,,,,,,,,,
model_BAS00_003.bin,54304,f1 00 00 00,8,256,,,,,,,,,,
model_BAS00_003.bin,55224,f1 00 00 00,8,256,,,,,,,,,,
model_BAS00_003.bin,58144,f1 00 00 00,8,256,,,,,,,,,,
model_BAS00_003.bin,58408,f1 00 00 00,8,256,,,,,,,,,,
model_BAS00_003.bin,58672,f1 00 00 00,8,256,,,,,,,,,,
model_BAS00_003.bin,952,f2 00 00 00,8,256,,,,,,,,,,
model_BAS00_003.bin,29336,f2 00 00 00,8,256,,,,,,,,,,
model_BAS00_004.bin,2456,f2 00 00 00,8,256,,,,,,,,,,
model_BAS00_014.bin,240,f2 00 00 00,8,256,,,,,,,,,,
model_BAS00_017.bin,408,f2 00 00 00,8,256,,,,,,,,,,
model_BAS00_030.bin,4744,f2 00 00 00,8,256,,,,,,,,,,
model_BAS00_012.bin,3728,f3 00 00 00,8,256,,,,,,,,,,
model_BAS00_024.bin,22112,6a 00 00 00,8,296,,,,,,,,,,
model_BAS00_024.bin,15896,6a 00 00 00,8,320,,,,,,,,,,
model_BAS00_024.bin,5848,6a 00 00 00,8,368,,,,,,,,,,
model_BAS00_042.bin,664,73 00 00 00,8,784,,,,,,,,,,
model_BAS00_037.bin,104,73 00 00 00,8,1216,,,,,,,,,,
model_BAS00_043.bin,104,73 00 00 00,8,1216,,,,,,,,,,
model_BAS00_038.bin,104,73 00 00 00,8,1376,,,,,,,,,,
model_BAS00_044.bin,104,73 00 00 00,8,1376,,,,,,,,,,
model_BAS00_003.bin,20120,f2 00 00 00,9,72,,,,,,,,,,
model_BAS00_003.bin,29728,f2 00 00 00,9,96,,,,,,,,,,
model_BAS00_010.bin,1384,f2 00 00 00,9,96,,,,,,,,,,
model_BAS00_002.bin,6632,f2 00 00 00,9,120,,,,,,,,,,
model_BAS00_003.bin,29600,f2 00 00 00,9,120,,,,,,,,,,
model_BAS00_011.bin,2408,f2 00 00 00,9,120,,,,,,,,,,
model_BAS00_024.bin,2104,f2 00 00 00,9,120,,,,,,,,,,
model_BAS00_024.bin,19344,f2 00 00 00,9,120,,,,,,,,,,
model_BAS00_024.bin,23080,f2 00 00 00,9,120,,,,,,,,,,
model_BAS00_003.bin,8616,f2 00 00 00,9,144,,,,,,,,,,
model_BAS00_030.bin,5320,f2 00 00 00,9,144,,,,,,,,,,
model_BAS00_003.bin,60120,f1 00 00 00,9,168,,,,,,,,,,
model_BAS00_003.bin,1216,f2 00 00 00,9,168,,,,,,,,,,
